Rocky's Lounge,40.3964688,-80.0849416,10
Starlite Lounge,40.493969,-79.860283,22
Alexion's Bar & Grill,40.4154859,-80.0675491,23
Baja Bar & Grill,40.48593,-79.873137,5
Beer Nutz Bottle Shop,40.48998,-79.873971,16
Blinky's Noble Grill & Bar,40.4271652,-80.0557015,12
Boulevard Lounge,40.3919676,-80.0139729,3
Cappy's Cafe,40.45109,-79.9343681,51
Church Brew Works,40.4622063,-79.9644247,739
Clark Bar & Grill,40.4489884,-80.0088714,11
Coppertops,40.428156,-79.974874,7
Diamond Market Bar & Grill,40.440995,-80.002186,124
Excuses Bar & Grill,40.427256,-79.9687469,19
Fanattics,40.4378464,-79.9193365,8
Grille 565,40.4615512,-79.9081531,16
Huddle,40.409125,-80.024957,17
Lot 17,40.4625543,-79.950173,73
Michael's Restaurant & Lounge,40.3855506,-79.9674432,9
Mitchell's Restaurant Bar & Banquet Center,40.437105,-79.9964954,32
Nico's Recovery Room,40.4636708,-79.948991,24
Nox's Tavern and Grille,40.492498,-79.862612,11
Smallman Galley,40.4521788,-79.9837408,108
Smokin' Joe's,40.4286461,-79.9776187,69
Someone Else's Bar,40.36487,-80.026093,40
TGI Fridays,40.41087432,-79.91554514,23
TGI Fridays,40.4301189,-80.0742309,11
TGI Fridays,40.438782,-79.990515,23
The Ave,40.455763,-79.931512,7
Tramp's Restaurant,40.4356718,-80.0340934,4
Johnny O's Bar & Grille,40.45173765,-79.93254515,12
Applebee's,40.4263118,-79.8889559,3
Jamison's On West Liberty,40.3909907,-80.039456,19
STACK'D Burgers & Beer,40.4510918,-79.9350785,115
Pints On Penn,40.46430505,-79.96404491,62
Shiloh Grill,40.43088531,-80.00696564,200
Tilted Kilt Pub & Eatery,40.4458199,-80.0108553,94
Walnut Grill - Bridgeville,40.3955602,-80.0867033,50
Yesterday's Bar & Grill,40.4256555,-79.9423951,8
The Goldmark,40.4727304,-79.9591668,10
Altar Bar,40.4490046,-79.9867139,49
Brillobox,40.465505,-79.9547632,127
Cattivo,40.472509,-79.961687,21
Howlers,40.463088,-79.9514317,21
Shadow Lounge,40.4605052,-79.9253403,28
Legacy Lanes Inc,40.350024,-79.996763,10
Redbeard's Bar & Grill,40.430564,-80.0072443,74
The Abbey on Butler,40.473877,-79.958319,53
Perspolis Hookah Lounge,40.452254,-79.952033,11
XO Cafe & Lounge,40.432156,-79.958803,3
Kaya,40.4516553,-79.984218,445
Station,40.4611146,-79.9485427,120
Sienna Mercato,40.4439496,-79.9964366,457
Olive or Twist,40.4429033,-80.0025614,202
Acacia,40.428216,-79.975832,91
Hidden Harbor,40.43765548,-79.91945118,32
The Flats on Carson,40.42891677,-79.98284823,13
Scratch Food & Beverage,40.4645128,-79.9823112,41
Villa Southside,40.428879,-79.979321,18
Z:Lounge,40.428216,-79.975832,9
Se̱or Frogs,40.399096,-80.025575,9
Le Mardi Gras,40.4512509,-79.9346096,48
Bobby Hendrix Restaurant & Lounge,40.428796,-79.976795,15
99 Bottles,40.3985082,-80.0829563,41
Mixtape,40.4654736,-79.944844,13
Urban Hookah Lounge,40.4366004,-79.9546291,9
Cruze Bar,40.4495181,-79.9875075,27
Donny's Place,40.459221,-79.965593,3
P Town,40.4539192,-79.9487952,9
Blue Moon,40.4788706,-79.955666,25
Element,40.4557138,-79.9311175,22
Friends Bar,40.4293912,-79.9223017,5
Images Bar,40.4437866,-79.9957155,11
Pegasus Lounge,40.471965,-80.037607,6
Real Luck Cafe,40.4486631,-79.9881646,17
BRAVO! Cucina Italiana,40.4068186,-79.9169862,79
Drift Hookah Lounge,40.431673,-79.9234063,9
Midnight Cafe,40.4288516,-79.9885711,7
The Hkan Hookah Bar,40.4282556,-79.9740375,6
Packs & Dogs,40.4299312,-80.0070634,56
Yuva India Kitchen + Bar,40.4448167,-79.9489713,80
KBOX Karaoke House,40.4458765,-79.9490704,16
Obey House Tavern,40.4417703,-80.0870155,8
Totopo Mexican Kitchen and Bar,40.38095312,-80.04450513,40
Casbah,40.458138,-79.924797,276
Round Corner Cantina,40.4666791,-79.9643786,268
Bakersfield Penn Ave,40.4439437,-79.9965813,133
Emilliano's Mexican Restaurant and Bar,40.42772234,-79.9686308,179
Mi Ranchito,40.438522,-79.954807,15
Dijlah Restaurant,40.4701312,-79.9605139,45
AVA Bar & Lounge,40.4603426,-79.9250006,10
Diesel Club Lounge,40.4289663,-79.9825172,49
Static,40.4490142,-79.9888129,18
Birmingham Bridge Tavern,40.4245046,-79.9645648,43
The Smokehouse Bar & Grill,40.399184,-80.025491,24
Union Pig & Chicken,40.46295775,-79.92405761,377
Bites and Brews,40.4556962,-79.9308834,82
Bierport,40.4699387,-79.9610646,26
Howl at the Moon,40.443888,-80.000223,36
Streets On Carson,40.42860609,-79.98663213,36
Vasta,40.3942666,-80.0350906,3
5ive Lounge,40.4335088,-80.0040218,5
Albert's Lounge,40.3977871,-80.0358083,9
Alto Lounge,40.4511071,-79.9350265,4
Club Cafe,40.4289303,-79.9866053,48
Eclipse Lounge,40.4664894,-79.9648053,35
Elixir Ultra Lounge,40.4286744,-79.9833156,12
Inn-Termission Lounge,40.4283482,-79.9787102,9
Kelly's Bar & Lounge,40.4599343,-79.9244077,130
Levelz,40.428971,-79.979454,4
S Bar,40.4291032,-79.9813886,11
The Backstage Bar,40.4432054,-80.0010347,19
Mario's South Side Saloon,40.4286664,-79.982864,74
Walker's Pub,40.4274382,-79.9767405,3
Apteka,40.4656355,-79.9493238,49
941 Saloon,40.4435542,-79.9966108,12
AD's PCafe,40.439681,-79.957556,3
Apple Inn,40.3948144,-80.034142,14
Bar Louie,40.445052,-79.978494,5
Bar Room,40.432298,-80.0030208,5
Beerhead Bar,40.4480256,-80.0041295,97
Cafe Nikos,40.430334,-80.0075678,6
Castle Tavern,40.371878,-80.00893,3
Corner Cafe,40.4219665,-79.9841454,5
Dale's Bar & Grill,40.419908,-79.928011,3
Devils & Dolls,40.4291032,-79.9813886,4
Dirty Harry's,40.4340465,-80.0065323,5
Double L,40.4794344,-79.9723269,5
Drum Bar,40.4466323,-80.0231399,6
Embury,40.4524945,-79.9815516,31
Havana,40.430735,-80.0076349,5
Mahoney's Restaurant,40.4436238,-79.9963285,29
McFadden's Saloon,40.4463247,-80.0076447,74
Mt Troy Inn,40.469805,-79.982334,3
Pisci's,40.37952,-79.9072838,5
Porky's Plain Old Bar,40.4971073,-79.9427373,4
R Bar,40.3951003,-80.0335081,4
River City Inn,40.4392274,-80.0033083,3
Rudy's Bar,40.4661276,-80.0608346,4
Saints and Turncoats,40.47876126,-79.96827039,10
Sam Adams Celebrates Pittsburgh,40.4427477,-79.9939659,3
Shadyside Hideaway Bar,40.457961,-79.925406,6
Shadyside Saloon,40.455763,-79.931512,7
Shale's Cafe,40.4385194,-79.988549,10
Sloppy Joe's,40.4301585,-80.0072843,3
Souper Bowl,40.43867487,-79.99126668,14
The Coop,40.422732,-79.92853,3
The Loft,40.432022,-79.893834,7
Verdetto's Bar & Restaurant,40.455289,-79.996929,5
Zippy's Saloon,40.3952979,-80.02267,5
Doc's Place,40.4509182,-79.9338159,21
Freeport Pizza Kitchen and Bar,40.4883711,-79.8807679,4
IVP Bar & Grill,40.4283706,-79.975108,8
Pi Coal Fired Pizza,40.429111,-79.981628,28
Murphy's Tap Room,40.4325271,-79.8939064,12
Krista's Cantina,40.4670734,-80.0344145,10
Bigham Tavern,40.432386,-80.015066,142
Independent Brewing Company,40.43768277,-79.91952912,90
Carson City Saloon,40.4289193,-79.984081,32
Mulligan's Sports Bar and Grill,40.3607613,-79.9321502,15
Ordinary Joe's,40.4902985,-79.90435532,8
Silky's Crows Nest,40.4980838,-79.8516542,20
Tailgaters,40.4131654,-80.0746762,3
Tailgaters Bar & Grill,40.4403302,-79.9865124,11
Wheelhouse Bar & Grill,40.447203,-80.022159,12
William Penn Tavern,40.45144522,-79.93373255,61
Fireside Inn,40.43990905,-80.08915266,5
Primanti Bros.,40.440287,-80.002585,463
Primanti Bros.,40.4507144,-79.9855139,927
Primanti Bros.,40.4417769,-79.9569556,219
Primanti Bros.,40.4444173,-80.0994542,81
Primanti Bros.,40.4285173,-79.9792869,112
Primanti Bros.,40.356088,-80.0502849,67
Archie's,40.4281303,-79.9717986,41
Gianna Via's Restaurant & Bar,40.357482,-80.002086,33
Il Tetto:  A Rooftop Beer Garden,40.4439496,-79.9964366,42
Lidia's,40.4484631,-79.9894086,317
Pleasure Bar and Restaurant,40.461739,-79.9486639,60
Matteo's,40.4658865,-79.9652774,67
Burg's in the Burgh,40.437655,-79.995074,9
Sharp Edge,40.4437926,-79.9971759,210
Sharp Edge Beer Emporium,40.4599557,-79.930726,147
Buffalo Blues,40.4583902,-79.9255146,62
Olive Garden Italian Restaurant,40.4198341,-80.0456525,29
Caliente Pizza & Draft House,40.3762608,-80.0367425,18
Luke Wholey's Wild Alaskan Grille,40.45192124,-79.98280732,240
Grandview Saloon,40.438109,-80.0185399,73
The Capital Grille,40.44071959,-80.00003915,169
The Loft Hookah Cafe & Vape Shop,40.4513024,-79.9341931,4
Chic's Place,40.3999649,-79.9157267,3
Cupka's Cafe II,40.4281596,-79.9723122,16
Duran's Restaurant & Lounge,40.4073389,-80.0869224,6
Local Brewhouse,40.44815696,-80.00410907,8
Mario's East Side Saloon,40.4509479,-79.9338609,66
Mullen's Bar & Grill,40.448415,-80.00395,57
Pope's Place,40.45667011,-79.96767583,10
Pregame,40.4276383,-79.9834519,3
Ref's,40.433785,-80.005866,8
Silky's Sports Bar & Grill,40.437116,-79.9226226,43
Squirrel Hill Sports Bar,40.42946062,-79.92236772,6
Steelhouse,40.4320947,-80.0027233,3
The Modern Cafe,40.4520948,-80.0164506,39
Perl̩,40.44103153,-80.00294459,38
Spork,40.464485,-79.935388,53
Tiki Lounge,40.4287658,-79.9773699,55
Spirit Lodge,40.4783194,-79.9556841,37
Bravo! Cucina Italiana,40.356525,-80.051222,34
Pizzaiolo Primo,40.4402916,-80.0021485,148
Ibiza Tapas & Wine Bar,40.428086,-79.97356,138
Mallorca Restaurant,40.428215,-79.973327,180
Euro Nails and Spa - Station Square Mall,40.4335088,-80.0040218,33
A & M Nail Spa,40.3843127,-80.053043,21
Al Nail Salon,40.4584705,-79.9165312,6
Angel Nails,40.4879444,-79.8796178,10
Bella Nails,40.42744,-80.0557649,5
Beverly Hills Nails,40.39979969,-80.04402637,26
City Nails,40.434151,-79.862572,6
D & M Nails,40.4284411,-79.9242875,27
Dojo Nails,40.4964181,-80.0574793,10
Dream Nails,40.3905629,-80.0724221,12
Envy Nail Spa,40.368716,-80.034629,22
Envy Nail Spa,40.4582049,-79.9251189,72
European Nail,40.38229,-80.095557,4
Future Nails,40.391804,-79.9873805,6
Kenny's Nail Center,40.439597,-80.00141,19
Kim Nails,40.45821641,-79.92522068,8
La Vie en Rose,40.4378543,-79.9974725,3
Luxor Nail Spa,40.44015367,-80.08964539,19
M-Nail Salon,40.4506624,-79.9355421,43
Majestic Nails,40.380266,-80.0444443,4
Mary's Nails,40.4870461,-79.8542138,4
McNeilly Nails,40.3832941,-80.016,5
Miss Saigon Nail Salon,40.357482,-80.002086,4
Nail Club II,40.4378199,-79.9199427,13
Nails by Sang,40.365162,-79.982409,4
Nails Elegance & Spa,40.3680248,-80.0128098,7
Nails Today,40.4531769,-80.001199,5
Nails USA,40.4303126,-79.9765618,13
New York Nails,40.422644,-79.9285753,44
Pearl Nail Salon,40.4296264,-79.9224779,51
Perfect Nail,40.3524839,-80.0520498,6
Princess Nails,40.440677,-80.000657,9
Rainbow Nails,40.4382461,-79.9221306,35
S & T Nail Design,40.4407589,-79.958856,21
Shadyside Nail Salon,40.4562392,-79.936501,29
South Side Nail Candy,40.428527,-79.9770535,22
Star Nail,40.419879,-79.9282516,9
Star Nails,40.497444,-80.058655,7
The Nailery,40.3675213,-80.014219,6
The Nailery,40.3657573,-79.9818371,3
Tips To Toes Nail Salon,40.4235643,-80.067083,3
Top Nail,40.4293034,-79.9724245,3
V Nails,40.486911,-79.88588,8
Creekhouse,40.4402775,-80.0808269,70
Park Bruges,40.4761766,-79.9205243,212
Point Brugge Caf̩,40.4500419,-79.9139009,462
Rush Hour Boat Charters,40.43455855,-80.00648985,3
The Big Idea Bookstore and Cafe,40.4601392,-79.9467527,12
Caliban Book Shop,40.4449192,-79.9490087,26
Amazing Books,40.4339168,-79.9229553,5
Awesome Books,40.4651258,-79.9423817,8
Barnes & Noble Booksellers,40.4040168,-79.918751,19
Barnes & Noble Booksellers,40.4891726,-79.894037,5
Beyond Bedtime Books,40.3963449,-80.0353418,5
Bradley's Books,40.3931657,-80.0661701,3
City Books,40.428935,-79.987001,3
East End Book Exchange,40.4500361,-79.9876707,3
East End Book Exchange,40.4611065,-79.9482096,10
House of the Dead,40.4696561,-79.9608859,15
Carnegie Mellon University Bookstore,40.44384579,-79.94229557,7
Joseph-Beth Booksellers,40.42488,-79.98096,3
Amazing Books & Records,40.4434256,-79.9969737,11
Mind Cure Records,40.4574391,-79.965892,13
Paris 66,40.459956,-79.92427,172
Waffles Incaffeinated,40.4278494,-79.9692986,282
Bluebird Kitchen,40.4404781,-80.0017838,168
Coca Cafe,40.4672287,-79.9642028,316
Cornerstone Restaurant & Bar,40.489579,-79.903291,85
Eat'n Park Restaurants,40.493926,-80.0646919,8
Gary's Restaurant,40.3856117,-79.9784562,6
Denny's,40.39114,-80.073788,16
Millvale Diner,40.48204958,-79.97427543,26
Ritters Diner,40.456385,-79.9412291,146
The 509 Cafe,40.4256864,-79.9420274,4
Eco Bistro,40.4531807,-80.0066246,8
PapaGallo Cucina,40.38250232,-80.09553628,32
Local Bar + Kitchen,40.4290019,-79.9828,147
Revel + Roost,40.44024113,-80.00163495,60
